"Step","ddpo_trainer_config.train_learning_rate: 0.00005 - head_validation/reward_mean","ddpo_trainer_config.train_learning_rate: 0.00005 - head_validation/reward_mean__MIN","ddpo_trainer_config.train_learning_rate: 0.00005 - head_validation/reward_mean__MAX"
"4","0.11919125935269727","-0.02589639462530613","0.30676475167274475"
"8","0.18370632227096292","0.021586624905467033","0.40464267134666443"
"12","0.14521066037317118","-0.06942988187074661","0.2775740325450897"
"16","0.1694890627016624","-0.0825996845960617","0.5058445334434509"
"20","0.16094932332634926","0.016995659098029137","0.34589123725891113"
"24","0.17446863941020435","-0.039094459265470505","0.4726022779941559"
"28","0.2656079994307624","0.1627446562051773","0.3645925521850586"
"32","0.2101205177605152","-0.055403102189302444","0.37309932708740234"
"36","0.3076263500584496","0.12340354919433594","0.5199883580207825"
"40","0.2921026407016648","0.06703882664442062","0.5539103746414185"
"44","0.2551804557442665","0.07353080064058304","0.4044979512691498"
"48","0.3183608584933811","0.20408225059509277","0.4582900106906891"
"52","0.3145768427186542","0.21205638349056244","0.5001065135002136"
"56","0.3039254430267546","0.18442849814891815","0.4214261472225189"
"60","0.37673800852563644","0.2354978322982788","0.50171959400177"
"64","0.36831118166446686","0.23606254160404205","0.5158792734146118"
"68","0.32610391245947945","0.21728432178497314","0.5543267130851746"
"72","0.3550901495748096","0.17704768478870392","0.58273845911026"
"76","0.38043540716171265","0.26641425490379333","0.5106923580169678"
"80","0.4097742570771111","0.2894711494445801","0.5472145676612854"
"84","0.3253808418909709","0.1764393448829651","0.4268082082271576"
"88","0.4625725249449412","0.2770848572254181","0.7136755585670471"
"92","0.444112092256546","0.3550971448421478","0.5583754181861877"
"96","0.4429256733920839","0.15400688350200653","0.6348457932472229"
"100","0.4447987377643585","0.29621246457099915","0.6253096461296082"
"104","0.4689959983030955","0.3296208381652832","0.5883223414421082"
"108","0.3971192654636171","0.1648266762495041","0.6490806937217712"
"112","0.4520186318291558","0.31652799248695374","0.6530665755271912"
"116","0.45740118953916764","0.37168917059898376","0.5400394797325134"
"120","0.49183495177163017","0.3266396224498749","0.650762140750885"
"124","0.5057898130681779","0.32483211159706116","0.6549405455589294"
"128","0.5425329605738322","0.37690266966819763","0.6745741367340088"
"132","0.5049906770388285","0.26038897037506104","0.6122005581855774"
"136","0.5368850164943271","0.4025595188140869","0.6866903305053711"
"140","0.5470406057106124","0.11979205161333084","0.6944164633750916"
"144","0.5520069599151611","0.3365328311920166","0.6798790097236633"
"148","0.5464560389518738","0.3439764082431793","0.7001438140869141"
"152","0.5146210326088799","0.337924599647522","0.7598123550415039"
"156","0.5947556561893887","0.38903966546058655","0.826481819152832"
"160","0.5976302723089854","0.37293124198913574","0.8204042315483093"
"164","0.6421394248803457","0.45735493302345276","0.8352670073509216"
"168","0.5807909468809763","0.2830451726913452","0.7745351791381836"
"172","0.6941391593880124","0.4324288070201874","0.8236410617828369"
"176","0.7659632960955302","0.6643720865249634","0.9205811619758606"
"180","0.6898248659239875","0.5024235844612122","0.9242611527442932"
"184","0.6847209069463942","0.42317530512809753","0.9470498561859131"
"188","0.715366542339325","0.5667968988418579","0.8815640807151794"
"192","0.6834534870253669","0.5194628834724426","0.8736891150474548"
"196","0.7333794699774848","0.6303264498710632","0.9118871688842773"
"200","0.7567894326315986","0.5389894843101501","0.9319388270378113"
"204","0.8258458508385552","0.699791431427002","0.9213741421699524"
"208","0.7627184655931261","0.6211791038513184","0.8835592865943909"
"212","0.7966915965080261","0.7060344815254211","0.9198355078697205"
"216","0.7930817537837558","0.5510399341583252","0.9564960598945618"
"220","0.7293178968959384","0.597628653049469","0.9297439455986023"
"224","0.801714109049903","0.6058136820793152","1.0306130647659302"
"228","0.7413594656520419","0.3723311424255371","0.9195342659950256"
"232","0.8638633290926615","0.7164208292961121","1.0884674787521362"
"236","0.8193761971261766","0.701545774936676","0.9494223594665527"
"240","0.7925688756836785","0.6866466403007507","0.9473779797554016"
"244","0.7495933994650841","0.5483142733573914","0.8486945033073425"
"248","0.8092058822512627","0.5971538424491882","0.95166015625"
"252","0.8395395278930664","0.6611397862434387","0.997497022151947"
"256","0.9097122400999069","0.823381245136261","1.0020323991775513"
"260","0.8110595531761646","0.4734102189540863","0.957332193851471"
"264","0.8272271603345871","0.6874160766601562","1.0111234188079834"
"268","0.8538185358047485","0.7337185740470886","1.0231791734695435"
"272","0.8789811283349991","0.7845379710197449","1.0266021490097046"
"276","0.8968997597694397","0.676664412021637","1.0544873476028442"
"280","0.8134404718875885","0.6460294723510742","0.9419577121734619"
"284","0.9449436441063881","0.7915796637535095","1.1008411645889282"
"288","0.9763158187270164","0.8740678429603577","1.0546178817749023"
"292","0.9146846234798431","0.7197443842887878","1.073573350906372"
"296","0.8797389790415764","0.720151960849762","1.000268816947937"
"300","1.0269276425242424","0.9024038910865784","1.1107758283615112"
"304","0.9512138217687607","0.8704598546028137","1.1016687154769897"
"308","0.942008264362812","0.7482402324676514","1.1008063554763794"
