"Step","ddpo_trainer_config.train_learning_rate: 0.00005 - head_validation/reward_mean","ddpo_trainer_config.train_learning_rate: 0.00005 - head_validation/reward_mean__MIN","ddpo_trainer_config.train_learning_rate: 0.00005 - head_validation/reward_mean__MAX"
"4","-0.23350892961025238","-0.28512704372406006","-0.18781082332134247"
"8","-0.17203808575868607","-0.39400336146354675","-0.07668256759643555"
"12","-0.1772058866918087","-0.19584114849567413","-0.1602087765932083"
"16","-0.10889104567468166","-0.16566021740436554","-0.04641476273536682"
"20","-0.12853664625436068","-0.20398004353046417","-0.0566856674849987"
"24","-0.12633600644767284","-0.16119539737701416","-0.06815420836210251"
"28","-0.12056660931557417","-0.2084859013557434","-0.05471505597233772"
"32","-0.12457422912120819","-0.14539438486099243","-0.10720428079366684"
"36","-0.09854295663535595","-0.13200527429580688","-0.03883637487888336"
"40","-0.10752339102327824","-0.15650923550128937","-0.07524053007364273"
"44","-0.10927458759397268","-0.1772555112838745","-0.03363390639424324"
"48","-0.06621119775809348","-0.11284401267766953","-0.014142622239887714"
"52","-0.07575814379379153","-0.14715711772441864","-0.019541731104254723"
"56","-0.04135933262296021","-0.20509012043476105","0.08737099915742874"
"60","0.008472605957649648","-0.06444668769836426","0.10497399419546127"
"64","0.01702755969017744","-0.0348980687558651","0.06262825429439545"
"68","-0.01757808611728251","-0.06516910344362259","0.019443431869149208"
"72","0.0008606513438280672","-0.06787431985139847","0.037363093346357346"
"76","0.03386069042608142","-0.025253290310502052","0.10615909099578857"
"80","0.02831966243684292","-0.04486658051609993","0.10070383548736572"
"84","-0.014556542097125202","-0.09886065870523453","0.04371000826358795"
"88","0.01176704978570342","-0.04511292651295662","0.11249255388975143"
"92","0.04599702171981335","-0.00480535626411438","0.10803069919347763"
"96","0.04048341931775212","-0.04692678153514862","0.17941062152385712"
"100","0.030570751056075096","-0.0831446573138237","0.09108582139015198"
"104","0.06970299984095618","0.001985410926863551","0.17346489429473877"
"108","0.05973012372851372","-0.06635576486587524","0.15037766098976135"
"112","0.06349924113601446","-0.055548060685396194","0.11879574507474899"
"116","0.11929276678711176","0.04881409928202629","0.22436489164829254"
"120","0.10529250341642182","0.0006053472752682865","0.1917942315340042"
"124","0.07640032842755318","-0.05844813585281372","0.14083260297775269"
"128","0.15053635649383068","0.08787903934717178","0.22550654411315918"
"132","0.11767725273966789","0.0633460283279419","0.17561721801757812"
"136","0.09825751278549433","0.03784497454762459","0.20676827430725098"
"140","0.23013677448034286","0.15494321286678314","0.30040624737739563"
"144","0.19574705511331558","0.09772801399230957","0.2860715389251709"
"148","0.14173447340726852","0.07895629107952118","0.21192891895771027"
"152","0.1778864488005638","0.10389161109924316","0.21715275943279266"
"156","0.19421616196632385","0.10950088500976562","0.2702886164188385"
"160","0.2017836794257164","0.13078153133392334","0.25721582770347595"
"164","0.16020628937985748","0.006117781158536673","0.22412334382534027"
"168","0.18256664369255304","0.03630747273564339","0.2815476357936859"
"172","0.23818904533982277","0.15765298902988434","0.27172839641571045"
"176","0.20530091039836407","0.1032041683793068","0.2570950984954834"
"180","0.2249133065342903","0.14592212438583374","0.301440954208374"
"184","0.3031390532851219","0.26065531373023987","0.34454527497291565"
"188","0.26260674744844437","0.21516048908233643","0.2981235682964325"
"192","0.20976481214165688","0.14773915708065033","0.3363381624221802"
"196","0.19538734667003155","0.06846646219491959","0.28061020374298096"
"200","0.2775500938296318","0.2095355987548828","0.3443012237548828"
"204","0.2710037771612406","0.08448980003595352","0.4195006787776947"
"208","0.31925028935074806","0.20874963700771332","0.41322624683380127"
"212","0.34673335030674934","0.21958930790424347","0.44220516085624695"
"216","0.2716094069182873","0.1809474378824234","0.3238731920719147"
"220","0.30686356499791145","0.21404258906841278","0.3536527156829834"
"224","0.33043521270155907","0.21027810871601105","0.41289326548576355"
"228","0.30720876157283783","0.19365662336349487","0.3755457103252411"
"232","0.29223066940903664","0.13804973661899567","0.39810624718666077"
"236","0.35578107088804245","0.2687723934650421","0.486592561006546"
"240","0.3649587854743004","0.27532756328582764","0.4895261228084564"
"244","0.34128855913877487","0.22187155485153198","0.44305357336997986"
"248","0.3403777591884136","0.24200551211833954","0.4454750716686249"
"252","0.34560370072722435","0.21109433472156525","0.43008074164390564"
"256","0.3536023199558258","0.25898948311805725","0.43888676166534424"
"260","0.4219267964363098","0.34780946373939514","0.5383502840995789"
"264","0.39899905771017075","0.23311835527420044","0.5179217457771301"
"268","0.40050262957811356","0.3066345453262329","0.510114848613739"
"272","0.4382939338684082","0.2855379581451416","0.5534816384315491"
"276","0.4572910740971565","0.37528881430625916","0.5059138536453247"
"280","0.4407385438680649","0.36379846930503845","0.5186212658882141"
"284","0.45079008489847183","0.3387082815170288","0.5275063514709473"
"288","0.48704399913549423","0.3802069127559662","0.5558977723121643"
"292","0.4728920981287956","0.4180575907230377","0.5418704748153687"
"296","0.47670282423496246","0.4094723165035248","0.543851912021637"
"300","0.4576980099081993","0.4205362796783447","0.5248913168907166"
"304","0.42498165369033813","0.2524891197681427","0.5210514068603516"
"308","0.5058744102716446","0.42419981956481934","0.5684561133384705"
"312","0.4762631878256798","0.31878653168678284","0.5454744696617126"
"316","0.4958159029483795","0.36247503757476807","0.5478177070617676"
"320","0.4989534020423889","0.3411719799041748","0.5527563095092773"
"324","0.5227767924467722","0.41955211758613586","0.6179933547973633"
"328","0.5353678266207377","0.41121912002563477","0.6114089488983154"
"332","0.5166154901186625","0.36293721199035645","0.6567228436470032"
"336","0.526993085940679","0.4534358084201813","0.6036579012870789"
"340","0.5152663886547089","0.44823262095451355","0.5573523044586182"
"344","0.5532163679599762","0.4794723689556122","0.6033560633659363"
"348","0.5618564387162527","0.4876178205013275","0.6020082831382751"
"352","0.5335955719153086","0.4400142729282379","0.6088176369667053"
"356","0.5975626707077026","0.5420315265655518","0.6433842778205872"
"360","0.5794865489006042","0.5279708504676819","0.6235930919647217"
"364","0.5835716724395752","0.5026922821998596","0.66105717420578"
"368","0.6105651458104452","0.5514906048774719","0.6602733135223389"
"372","0.6195404728253683","0.5090803503990173","0.687249481678009"
"376","0.6275735298792521","0.45766210556030273","0.7598937153816223"
"380","0.6432772080103556","0.5224428772926331","0.7182328701019287"
"384","0.6777025063832601","0.578448474407196","0.7430036664009094"
"388","0.6348901987075806","0.5191791653633118","0.6965534687042236"
"392","0.6484143336613973","0.528346061706543","0.7379752993583679"
"396","0.6428413987159729","0.5333172678947449","0.7047249674797058"
"400","0.6891618371009827","0.5674894452095032","0.7805086970329285"
"404","0.6526887019475301","0.5734187960624695","0.740389347076416"
"408","0.6556156873703003","0.5303334593772888","0.7209820747375488"
"412","0.70076056321462","0.5807605385780334","0.787527322769165"
"416","0.711549719174703","0.5699955224990845","0.7870693206787109"
"420","0.6933724681536356","0.57892245054245","0.778644859790802"
"424","0.6952519615491232","0.5751683115959167","0.7729894518852234"
"428","0.6853577097256979","0.5370182394981384","0.794095516204834"
"432","0.6994642814000448","0.5570726990699768","0.8381238579750061"
"436","0.7202555735905966","0.5949123501777649","0.8267312049865723"
"440","0.7236498594284058","0.5987172722816467","0.8411548137664795"
"444","0.7366604606310526","0.6532509922981262","0.8417122960090637"
"448","0.7456283768018087","0.6207044720649719","0.8121213316917419"
"452","0.7755205829938253","0.6429860591888428","0.8734989762306213"
"456","0.7631813685099283","0.5961502194404602","0.8665065765380859"
"460","0.7651322682698568","0.6488168239593506","0.8458960056304932"
"464","0.7610291639963785","0.541990339756012","0.8753700256347656"
"468","0.7970831195513407","0.6495934128761292","0.8811338543891907"
"472","0.790692667166392","0.6378556489944458","0.8676779270172119"
"476","0.8151328762372335","0.6130600571632385","0.9272962212562561"
"480","0.8280103802680969","0.6434904932975769","0.9352708458900452"
"484","0.8734889626502991","0.7028787136077881","0.9868104457855225"
