"Step","ddpo_trainer_config.no_ellipse_prompts: true - trained_validation/size_mean","ddpo_trainer_config.no_ellipse_prompts: true - trained_validation/size_mean__MIN","ddpo_trainer_config.no_ellipse_prompts: true - trained_validation/size_mean__MAX","ddpo_trainer_config.no_ellipse_prompts: false - trained_validation/size_mean","ddpo_trainer_config.no_ellipse_prompts: false - trained_validation/size_mean__MIN","ddpo_trainer_config.no_ellipse_prompts: false - trained_validation/size_mean__MAX"
"1980","0.1840345710515976","0.17460937798023224","0.20463868975639343","0.19422337164481482","0.18087565898895264","0.2111409604549408"
"2000","0.17875299354394278","0.17250163853168488","0.18694663047790527","0.19132895022630692","0.16638998687267303","0.21075847744941711"
"2020","0.19052735219399133","0.17941081523895264","0.2030843198299408","0.19062365343173346","0.17438152432441711","0.21768392622470856"
"2040","0.19699436922868094","0.18141277134418488","0.23224285244941711","0.18545872221390405","0.17280274629592896","0.19818523526191711"
"2060","0.18981391936540604","0.1782633513212204","0.20693360269069672","0.1915215477347374","0.18620605766773224","0.19696453213691711"
"2080","0.18283285200595856","0.1676432341337204","0.20929363369941711","0.1857015068332354","0.1758219450712204","0.19582520425319672"
"2100","0.1914605125784874","0.17753906548023224","0.2211751490831375","0.1826375424861908","0.17351889610290527","0.1955973356962204"
"2120","0.19229059169689813","0.1733398586511612","0.22000326216220856","0.1873982846736908","0.17782390117645264","0.20327149331569672"
"2140","0.19532200445731482","0.18168945610523224","0.21216635406017303","0.19211426874001822","0.1749267727136612","0.2077229917049408"
"2160","0.19113770624001822","0.1732991635799408","0.21141766011714935","0.18898384273052216","0.17974448204040527","0.2135009914636612"
"2180","0.18378093341986337","0.17377930879592896","0.20196941494941711","0.1976304898659388","0.17876791954040527","0.22834473848342896"
"2200","0.18397217988967896","0.17062175273895264","0.20550945401191711","0.19674344112475714","0.17223307490348816","0.23544108867645264"
"2220","0.19065213948488235","0.17914226651191711","0.2138672024011612","0.19286161412795386","0.1759033352136612","0.21794435381889343"
"2240","0.18931885560353598","0.18028157949447632","0.2064615935087204","0.1956800768772761","0.17336426675319672","0.22466635704040527"
"2260","0.18865018089612326","0.1781819760799408","0.2162272185087204","0.19608290990193686","0.17905274033546448","0.21482747793197632"
"2280","0.19606798887252808","0.18158367276191711","0.21826986968517303","0.1954671318332354","0.1793619841337204","0.22738444805145264"
"2300","0.19081760942935944","0.16843262314796448","0.23357748985290527","0.19217665990193686","0.17397461831569672","0.22948406636714935"
"2320","0.189350056151549","0.17803549766540527","0.21063640713691711","0.19120145092407861","0.16822917759418488","0.22059734165668488"
"2340","0.1858045905828476","0.1781006008386612","0.20039063692092896","0.19389785081148148","0.17446289956569672","0.22934570908546448"
"2360","0.19226753463347754","0.18088379502296448","0.20160320401191711","0.19545085728168488","0.17932943999767303","0.22484539449214935"
"2380","0.1904581810037295","0.18223470449447632","0.21477052569389343","0.19581435372432074","0.18528646230697632","0.23566895723342896"
"2400","0.19100342690944672","0.18613281846046448","0.19586589932441711","0.19606256733338037","0.17988282442092896","0.22858887910842896"
"2420","0.18633762747049332","0.17546387016773224","0.2004801481962204","0.19754096865653992","0.1819254606962204","0.23638510704040527"
"2440","0.1998901441693306","0.17357584834098816","0.22164714336395264","0.19726292292277017","0.17601725459098816","0.2522542476654053"
"2460","0.1994100014368693","0.18002930283546448","0.21035970747470856","0.2006307120124499","0.16900229454040527","0.25147300958633423"
"2480","0.1982557624578476","0.18012696504592896","0.23413901031017303","0.19104411949714026","0.17132163047790527","0.24244792759418488"
"2500","0.18846707791090012","0.1744384914636612","0.21175944805145264","0.19453939547141394","0.17980143427848816","0.23947754502296448"
"2520","0.20156250894069672","0.18223470449447632","0.2491048276424408","0.195745180050532","0.1815999448299408","0.2248942106962204"
"2540","0.19286839415629706","0.1784261167049408","0.2230062037706375","0.20255941649278006","0.17499187588691711","0.24660645425319672"
"2560","0.19224447757005692","0.18171387910842896","0.20269370079040527","0.20017904788255692","0.1838785856962204","0.2479085475206375"
"2580","0.19234348833560944","0.17326660454273224","0.22486980259418488","0.1994683270653089","0.18837077915668488","0.21958008408546448"
"2600","0.19610867897669473","0.1647949367761612","0.24708659946918488","0.19865045448144278","0.1764322966337204","0.24884441494941711"
"2620","0.19414877146482468","0.18217773735523224","0.22187501192092896","0.19878473381201425","0.17351889610290527","0.26142579317092896"
"2640","0.1956773673494657","0.18512371182441711","0.21342775225639343","0.201543519894282","0.17801107466220856","0.2782389521598816"
"2660","0.19997559487819672","0.1743977963924408","0.24660645425319672","0.19949138661225638","0.18431805074214935","0.24891765415668488"
"2680","0.19129775216182074","0.17494304478168488","0.20113933086395264","0.19917942583560944","0.1667887419462204","0.2322835475206375"
"2700","0.20247668276230493","0.18578289449214935","0.24439291656017303","0.20571968456109366","0.18346355855464935","0.2682861387729645"
"2720","0.20446778337160745","0.17707520723342896","0.2726237177848816","0.20017362385988235","0.17754721641540527","0.2542155086994171"
"2740","0.2010213310519854","0.17198079824447632","0.25686851143836975","0.20428196340799332","0.17925620079040527","0.26742351055145264"
"2760","0.20067953566710153","0.1808675229549408","0.25503745675086975","0.20062257101138434","0.17996419966220856","0.23204754292964935"
"2780","0.2033827155828476","0.17916667461395264","0.2615153193473816","0.1931369478503863","0.17591960728168488","0.20738933980464935"
"2800","0.20270725836356482","0.1719156950712204","0.2802164852619171","0.20338813960552216","0.17406412959098816","0.26355797052383423"
"2820","0.19843479990959167","0.18370769917964935","0.24313151836395264","0.20361465215682983","0.17384441196918488","0.2721354365348816"
"2840","0.20021702100833258","0.17934571206569672","0.24152833223342896","0.20020753145217896","0.16850586235523224","0.2657715082168579"
"2860","0.19836697727441788","0.17250977456569672","0.2503662109375","0.21397841970125833","0.1734619289636612","0.30292969942092896"
"2880","0.20897081991036734","0.18820801377296448","0.2560058832168579","0.2080607215563456","0.1743977963924408","0.27290040254592896"
"2900","0.2080607165892919","0.17588704824447632","0.2895345091819763","0.19904108345508575","0.18207195401191711","0.2226562649011612"
"2920","0.20855171978473663","0.17725424468517303","0.26063641905784607","0.21677925934394202","0.1842041164636612","0.3166504204273224"
"2940","0.19960938394069672","0.18090006709098816","0.22832846641540527","0.21061063557863235","0.17711588740348816","0.28467613458633423"
"2960","0.20509848246971765","0.17205405235290527","0.24573568999767303","0.20761855443318686","0.18124186992645264","0.2534830868244171"
"2980","0.19795465469360352","0.17474773526191711","0.24664714932441711","0.2031874010960261","0.18313802778720856","0.23415528237819672"
"3000","0.20452881852785745","0.1864827573299408","0.26762697100639343","0.19790311406056085","0.1797281950712204","0.23793132603168488"
"3020","0.20687664051850638","0.17884929478168488","0.24932456016540527","0.1994628980755806","0.17353516817092896","0.2559814453125"
"3040","0.21186117579539618","0.1864420622587204","0.26484376192092896","0.19958903888861337","0.17473959922790527","0.22659505903720856"
"3060","0.2004394605755806","0.17661947011947632","0.24415691196918488","0.20549453049898148","0.18117676675319672","0.2607828974723816"
"3080","0.2055135170618693","0.18388672173023224","0.2713460326194763","0.2150214413801829","0.17559409141540527","0.30061036348342896"
"3100","0.207708070675532","0.17984212934970856","0.2718505859375","0.20546876142422357","0.16853028535842896","0.2820394039154053"
"3120","0.20562880486249924","0.1902262419462204","0.24001465737819672","0.20593940963347754","0.18267416954040527","0.23440755903720856"
"3140","0.20457764466603598","0.18063151836395264","0.27302247285842896","0.21558567633231482","0.1864013820886612","0.27928873896598816"
"3160","0.20821262896060944","0.18247070908546448","0.2626953125","0.20829672366380692","0.18038737773895264","0.2577311396598816"
"3180","0.20989720026652017","0.1919352263212204","0.26069337129592896","0.20685358345508575","0.18592937290668488","0.28189292550086975"
"3200","0.20995009690523148","0.18881836533546448","0.24416504800319672","0.2108981783191363","0.1728108823299408","0.3003499507904053"
"3220","0.2108005235592524","0.19061687588691711","0.2688395380973816","0.209757499396801","0.18506674468517303","0.27307945489883423"
"3240","0.21125082423289618","0.18482260406017303","0.29279786348342896","0.21375055611133575","0.18645834922790527","0.3024088740348816"
"3260","0.19764812290668488","0.1807047575712204","0.2233072966337204","0.21137425055106482","0.18528646230697632","0.28390300273895264"
"3280","0.206121156613032","0.19064128398895264","0.25520020723342896","0.20866836110750833","0.18173828721046448","0.29823407530784607"
"3300","0.20723335444927216","0.18588054180145264","0.24703776836395264","0.20947537819544473","0.17229004204273224","0.29328614473342896"
"3320","0.21365425487359366","0.19275717437267303","0.2534586787223816","0.2191718320051829","0.18993328511714935","0.32119956612586975"
"3340","0.21724854658047357","0.19213055074214935","0.2767089903354645","0.2078504835565885","0.1687825620174408","0.2550048828125"
"3360","0.2095825324455897","0.1694336086511612","0.28642579913139343","0.21869982779026031","0.19102376699447632","0.31472983956336975"
"3380","0.2220811719695727","0.1937256008386612","0.29674479365348816","0.20322266469399133","0.17259114980697632","0.27284345030784607"
"3400","0.20519477874040604","0.17931315302848816","0.27084147930145264","0.2213324805100759","0.18871258199214935","0.33192548155784607"
"3420","0.2068467984596888","0.1930745542049408","0.24410808086395264","0.21923693269491196","0.16796061396598816","0.3069498836994171"
"3440","0.21837837745745978","0.18391114473342896","0.2742350399494171","0.21286893139282861","0.17863769829273224","0.2705729305744171"
"3460","0.22725017368793488","0.19768881797790527","0.2968099117279053","0.20004748553037643","0.17501628398895264","0.25111493468284607"
"3480","0.21991781642039618","0.19168294966220856","0.2877848446369171","0.22277562071879706","0.1708170622587204","0.32400718331336975"
"3500","0.21254748354355493","0.18651531636714935","0.26913249492645264","0.2022230476140976","0.1754964292049408","0.25772300362586975"
"3520","0.21304254482189813","0.18682456016540527","0.2797607481479645","0.2118137056628863","0.17795410752296448","0.2723795771598816"
"3540","0.21687555561463037","0.19591473042964935","0.28666993975639343","0.21371528754631677","0.17702637612819672","0.29460451006889343"
"3560","0.21561145037412643","0.18108725547790527","0.2921549677848816","0.21231283992528915","0.17828777432441711","0.28775230050086975"
"3580","0.22145319233338037","0.19243164360523224","0.2939697504043579","0.21053467690944672","0.18199056386947632","0.2936767637729645"
"3600","0.21783448507388434","0.18789063394069672","0.2792155146598816","0.21836616595586142","0.18963217735290527","0.3110188841819763"
"3620","0.22239313026269278","0.19400228559970856","0.3011230528354645","0.21757135540246964","0.16778972744941711","0.3077799677848816"
"3640","0.22112631301085153","0.19165854156017303","0.28093263506889343","0.22167698542277017","0.18040364980697632","0.3129313290119171"
"3660","0.23255344976981482","0.20103353261947632","0.31161296367645264","0.22162815431753793","0.17214356362819672","0.2981933653354645"
"3680","0.22463380297025046","0.19569499790668488","0.31083986163139343","0.2122612918416659","0.18557943403720856","0.27001139521598816"
"3700","0.23263483246167502","0.20142416656017303","0.3111572563648224","0.213785819709301","0.16629232466220856","0.29480797052383423"
"3720","0.22482233494520187","0.1926269680261612","0.30241701006889343","0.21322565277417502","0.17269694805145264","0.29077965021133423"
"3740","0.22520888596773148","0.18720704317092896","0.30758464336395264","0.21857097496589026","0.17518718540668488","0.31556805968284607"
"3760","0.23329943418502808","0.20000815391540527","0.31273600459098816","0.21146241327126822","0.18043620884418488","0.28164878487586975"
"3780","0.2191487724582354","0.1869303435087204","0.2877767086029053","0.20946316917737326","0.17459310591220856","0.2979573607444763"
"3800","0.22524279604355493","0.19322918355464935","0.2978271543979645","0.2131469870607058","0.17660319805145264","0.28565269708633423"
"3820","0.23509930074214935","0.19313965737819672","0.30995282530784607","0.2237698162595431","0.18110352754592896","0.31928712129592896"
"3840","0.22998997569084167","0.19227702915668488","0.2883545160293579","0.22057971358299255","0.1739502102136612","0.3340494930744171"
"3860","0.22936063508192697","0.20171713829040527","0.29513347148895264","0.22294380764166513","0.18132324516773224","0.3441162407398224"
"3880","0.22842476268609366","0.1901448667049408","0.3190511167049408","0.21352540204922357","0.17535808682441711","0.2704508602619171"
"3900","0.2322333554426829","0.19160157442092896","0.2975667417049408","0.2232815350095431","0.17779949307441711","0.3444824516773224"
"3920","0.23320992042620978","0.1984456479549408","0.32701826095581055","0.2275268683830897","0.18049317598342896","0.32491862773895264"
"3940","0.23480497300624847","0.20287273824214935","0.31216636300086975","0.21992595493793488","0.17221680283546448","0.3264404535293579"
"3960","0.22479113936424255","0.18535971641540527","0.3115234673023224","0.22217882921298346","0.18399251997470856","0.3219401240348816"
"3980","0.23542210459709167","0.18483887612819672","0.31730958819389343","0.2207967241605123","0.16691894829273224","0.3244629204273224"
"4000","0.23577475051085153","0.1840413510799408","0.3261474668979645","0.21058893203735352","0.16494955122470856","0.2835530638694763"
"4020","0.23183187594016394","0.1979166716337204","0.3191975951194763","0.22162680079539618","0.16236980259418488","0.31796061992645264"
"4040","0.23575440545876822","0.19761556386947632","0.3270508050918579","0.22298856327931085","0.18140463531017303","0.3258870542049408"
"4060","0.2429660509030024","0.19949544966220856","0.3218994438648224","0.22336969276269278","0.17145997285842896","0.3278645873069763"
"4080","0.23637968053420386","0.19505208730697632","0.2913004755973816","0.22349447508653006","0.17604167759418488","0.3240722715854645"
"4100","0.23635933299859366","0.18348796665668488","0.3472330868244171","0.2231730247537295","0.17912597954273224","0.32760417461395264"
"4120","0.2413791318734487","0.18570150434970856","0.3387044370174408","0.2235365261634191","0.17572429776191711","0.3231608271598816"
"4140","0.24517823507388434","0.19756674766540527","0.3163086175918579","0.22430827716986337","0.17534179985523224","0.3138183653354645"
"4160","0.2399509126941363","0.1965332180261612","0.3352457880973816","0.2267537588874499","0.18769532442092896","0.33854982256889343"
"4180","0.24191353470087051","0.18120932579040527","0.3327637016773224","0.22838271409273148","0.17357584834098816","0.3380940854549408"
"4200","0.25019125392039615","0.19377441704273224","0.3373616635799408","0.21506348749001822","0.17371420562267303","0.3057210445404053"
"4220","0.24359267204999924","0.1861165463924408","0.3361572325229645","0.22225342690944672","0.17019043862819672","0.3106526732444763"
"4240","0.23901910334825516","0.19088542461395264","0.3234700560569763","0.22080486019452414","0.1813558042049408","0.3118733763694763"
"4260","0.2514350141088168","0.1925455778837204","0.3361002802848816","0.22371555864810944","0.16907553374767303","0.30646973848342896"
"4280","0.25605741143226624","0.19273275136947632","0.34676921367645264","0.22724068413178125","0.18576660752296448","0.3186442255973816"
"4300","0.24951579918464026","0.1940104216337204","0.35082197189331055","0.2249620333313942","0.19105632603168488","0.3215169310569763"
"4320","0.24599881966908774","0.19965821504592896","0.32730308175086975","0.2278157671292623","0.18347983062267303","0.3468668758869171"
"4340","0.2608859787384669","0.19573569297790527","0.35707196593284607","0.22363689045111337","0.17543132603168488","0.30126139521598816"
"4360","0.25643989940484363","0.19895020127296448","0.3468587398529053","0.22366131097078323","0.1839599758386612","0.2869059443473816"
"4380","0.2473632941643397","0.20577800273895264","0.3365885615348816","0.23147245248158774","0.17547202110290527","0.3335937559604645"
"4400","0.2599351828296979","0.20336101949214935","0.3512776792049408","0.23370362569888434","0.17873536050319672","0.33643394708633423"
"4420","0.25559218476216","0.2030029445886612","0.3525146543979645","0.23380398998657861","0.19698894023895264","0.3235921263694763"
"4440","0.26095107694466907","0.1990966945886612","0.3499756157398224","0.2322781135638555","0.18345540761947632","0.34475913643836975"
"4460","0.2558932950099309","0.18470866978168488","0.3589111566543579","0.24337023744980493","0.21229656040668488","0.3437744379043579"
"4480","0.2641954372326533","0.19751791656017303","0.3585205376148224","0.23938938478628793","0.20270183682441711","0.31334635615348816"
"4500","0.25743817041317624","0.19361166656017303","0.35607099533081055","0.23396810640891394","0.18144531548023224","0.32919108867645264"
"4520","0.2552259837587674","0.19695639610290527","0.3652588129043579","0.22331679860750833","0.16664226353168488","0.3287353813648224"
"4540","0.2632283667723338","0.18601888418197632","0.3613281548023224","0.23728570838769278","0.19899089634418488","0.3224853575229645"
"4560","0.2629733731349309","0.20103353261947632","0.33997398614883423","0.22810873637596765","0.1870524138212204","0.31657716631889343"
"4580","0.26271160195271176","0.19354656338691711","0.3475179076194763","0.2350382631023725","0.18067221343517303","0.33802086114883423"
"4600","0.2637898921966553","0.21015626192092896","0.3651530146598816","0.23877904067436853","0.20173341035842896","0.34903159737586975"
